,JobTitle,Require,Link
8069,[Fulltime - Remote] Front-end Developer (Vue.JS/React.JS),"Front-End, ReactJS, VueJS",https://topdev.vn/viec-lam/fulltime-remote-front-end-developer-vue-js-react-js-neolab-viet-nam-da-nang-2026517
8070,MODERN JAVASCRIPT DEVELOPER,"JavaScript, Front-End, ReactJS",https://topdev.vn/viec-lam/modern-javascript-developer-daoukiwoom-innovation-2026515
8071,[Remote - Fulltime] Back-end Developer (PHP/Ruby),"Ruby on Rails, Symfony, CodeIgniter, Back-End",https://topdev.vn/viec-lam/remote-fulltime-back-end-developer-php-ruby-neolab-viet-nam-da-nang-2026518
8072,"Experienced Tester (QA, QC)","QA, QC, Tester, Automation Tester, Manual Test",https://topdev.vn/viec-lam/experienced-tester-qa-qc-ekino-vietnam-2026519
8073,LẬP TRÌNH VIÊN MOBILE (REACT NATIVE/ FLUTTER),"Android, iOS, Mobile, React Native",https://topdev.vn/viec-lam/lap-trinh-vien-mobile-react-native-flutter-vietec-corp-2026529
8074,Frontend Developer,"CSS, JavaScript, HTML, Front-End",https://topdev.vn/viec-lam/frontend-developer-905-viet-nam-2026527
8075,"[All levels] Front-End Developer (HTML/CSS, JavaScript)","CSS, HTML, Front-End, HTML & CSS, JavaScript",https://topdev.vn/viec-lam/all-levels-front-end-developer-html-css-javascript-sutunam-vietnam-2026530
8076,Tester (QA/QC) App & Web,"QA, QC, Tester, Manual Test",https://topdev.vn/viec-lam/tester-qa-qc-app-web-advesa-digital-solutions-2026612
8077,"[REMOTE] Senior Blockchain Developer (Solidity, NestJS, PostgreSQL)","Microsoft, NestJS, Solidity, PostgreSql",https://topdev.vn/viec-lam/remote-senior-blockchain-developer-solidity-nestjs-postgresql-lxgic-inc-2026736
8078,QC Lead/QC Senior (Manual Test),"Mobile Tester, Web Tester, QC, Mobile, Manual Test",https://topdev.vn/viec-lam/qc-lead-qc-senior-manual-test-weai-technology-education-2026616
8079,Java Developer,"Java, NodeJS, J2EE, Spring",https://topdev.vn/viec-lam/java-developer-cong-ty-co-phan-giai-phap-cong-nghe-thong-tin-cuckookoo-2026615
8080,"Web Developer (C#, .Net)","ASP.NET, C#, .NET",https://topdev.vn/viec-lam/web-developer-c-net-vinatti-2026618
8081,"Development Team Leader (Senior Only) (Oracle, MySQL, C/C++)","SQL, Database, C/C++, Videos Editor",https://topdev.vn/viec-lam/development-team-leader-senior-only-oracle-mysql-c-c-shinhan-securities-2026737
8082,QA/QC (Junior),"QA, QC, Tester",https://topdev.vn/viec-lam/qa-qc-junior-shinhan-securities-2026739
8083,Business Analyst,"Business Analyst, System, Commucation",https://topdev.vn/viec-lam/business-analyst-itd-group-2026743
8084,Back-end Developer (PHP/Laravel),"PHP, OOP, MVC, Laravel, Back-End, JavaScript",https://topdev.vn/viec-lam/back-end-developer-php-laravel-gems-tech-2026744
8085,Data Engineer (Python/Golang/Ruby)~$3000,"Python, Data Engineer, Golang, Ruby",https://topdev.vn/viec-lam/data-engineer-python-golang-ruby-3000-seal-commerce-2026746
8086,"Junior/Experience .NET Developer (C#, MVC)","ASP.NET, C#, .NET, JavaScript",https://topdev.vn/viec-lam/junior-experience-net-developer-c-mvc-ekino-vietnam-2026741
8087,Back-end Developer (Java/.NET/SQL),"Java, SQL, .NET, Back-End",https://topdev.vn/viec-lam/back-end-developer-java-net-sql-fe-credit-2026747
8088,"Java Developer (Angular, TypeScript)","Java, Full-Stack, Angular, TypeScript",https://topdev.vn/viec-lam/java-developer-angular-typescript-fpt-software-2026808
8089,[Remote/Fulltime] Senior Web Developer (NodeJS/ReactJS),"ReactJS, Web, Laravel, NodeJS, LiveCode",https://topdev.vn/viec-lam/remote-fulltime-senior-web-developer-nodejs-reactjs-faba-technology-2026750
8090,"HOT Senior C/C++ Engineer, Windows App","C++, Windows",https://topdev.vn/viec-lam/senior-c-c-engineer-windows-app-naver-vietnam-2027132
8091,HOT .Net C# Engineer (Window Desktop App),"C#, .NET, .NET Core",https://topdev.vn/viec-lam/net-c-engineer-window-desktop-app-naver-vietnam-2027133
8092,HOT Senior Back-end Engineer (Java),"Java, Back-End, Spring",https://topdev.vn/viec-lam/senior-back-end-engineer-java-naver-vietnam-2027131
8093,HOT Senior macOS Engineer (Objective-C/Swift),"Swift, iOS, Objective-C, MacOS",https://topdev.vn/viec-lam/senior-macos-engineer-objective-c-swift-naver-vietnam-2027134
8094,HOT Senior Frontend Engineer (ReactJS/VueJS),"CSS, JavaScript, HTML, Front-End, ReactJS, VueJS",https://topdev.vn/viec-lam/senior-frontend-engineer-reactjs-vuejs-naver-vietnam-2027130
8095,HOT Senior UI Frontend Engineer (HTML/CSS),"CSS, HTML, UI Design, Front-End, JavaScript",https://topdev.vn/viec-lam/senior-ui-frontend-engineer-html-css-naver-vietnam-2027135
8096,HOT 9 Senior PHP Developers (Laravel/ MySQL),"PHP, JavaScript, CSS, HTML",https://topdev.vn/viec-lam/9-senior-php-developers-laravel-mysql-rivercrane-vietnam-2027127
8097,"[Junior] Kỹ Sư Phần Mềm (Java, NodeJS)","Java, MySQL, NodeJS, REST API",https://topdev.vn/viec-lam/junior-ky-su-phan-mem-java-nodejs-cong-ty-co-phan-phat-hanh-sach-tp-ho-chi-minh-fahasa-2027138
8098,Technical Trainer,"Java, Unity, C++",https://topdev.vn/viec-lam/technical-trainer-gameloft-vietnam-2027137
8099,HOT QA Engineer (m/f/d)_Payment Solutions,"Java, Python, QA, Objective-C, Automation Tester",https://topdev.vn/viec-lam/qa-engineer-m-f-d-payment-solutions-hrs-group-2027136
8100,"Fresher/Junior/Senior Embedded Software (C Language, C++) ~ $2500","C++, C#, Firmware, Embedded System",https://topdev.vn/viec-lam/fresher-junior-senior-embedded-software-c-language-c-2500-selex-motors-2027129
8101,Senior Java Developer,Java,https://topdev.vn/viec-lam/senior-java-developer-xperc-2027128
8102,HOT DevOps Engineer,"Linux, AWS, CI/CD, DevOps",https://topdev.vn/viec-lam/devops-engineer-cong-ty-cp-duoc-pham-pharmacity-2027123
8103,Mobile App Developer (iOS: Swift/Objective C),"Swift, iOS, Objective-C, Mobile",https://topdev.vn/viec-lam/mobile-app-developer-ios-swift-objective-c-voip24h-2027126
8104,LẬP TRÌNH VIÊN PHP (Laravel),"PHP, Laravel, Front-End",https://topdev.vn/viec-lam/lap-trinh-vien-php-laravel-omt-2027125
8105,C# .Net/Python Developer,"C#, Python, .NET",https://topdev.vn/viec-lam/c-net-python-developer-cong-ty-tnhh-thi-giac-meta-2027124
8106,"Fullstack Web Dev (NodeJS, VueJS)","CSS, NodeJS, HTML, MongoDB, Full-Stack, VueJS",https://topdev.vn/viec-lam/fullstack-web-dev-nodejs-vuejs-cong-ty-tnhh-thi-giac-meta-2027122
8107,Fresher/ Junior Java Developer,"Java, JavaScript",https://topdev.vn/viec-lam/fresher-junior-java-developer-cathay-life-2027121
8108,BACKEND DEVELOPER ( JUNIOR - SENIOR ),"Java, Python, Back-End, Golang, NodeJS",https://topdev.vn/viec-lam/backend-developer-junior-senior-minerva-technology-solutions-jsc-2026492
8109,CHUYÊN VIÊN VẬN HÀNH ỨNG DỤNG COREBANKING,"Linux, Oracle, Java, SQL, System Admin, Unit Testing, Core Banking, Product Operation",https://topdev.vn/viec-lam/chuyen-vien-van-hanh-ung-dung-corebanking-ngan-hang-tmcp-sai-gon-thuong-tin-sacombank-2026470
8110,Back-end Developer (NodeJS),"Back-End, Web, NodeJS",https://topdev.vn/viec-lam/back-end-developer-nodejs-m2-vietnam-2026494
8111,Web Developer (Wordpress),"HTML5, JavaScript, UI Design, CSS3, TypeScript, PHP, WordPress, Full-Stack",https://topdev.vn/viec-lam/web-developer-wordpress-lastmile-works-2026493
8112,Product Manager,Product Manager,https://topdev.vn/viec-lam/product-manager-omega-media-2026495
8113,"PHP Developer (Laravel, CakePHP, EC Cube)","PHP, CakePHP, Laravel, CRM, Symfony",https://topdev.vn/viec-lam/php-developer-laravel-cakephp-ec-cube-anyses-2026501
8114,Backend Developer (NodeJS/ Elixir/ Java),"NodeJS, Back-End, Elixir, Java",https://topdev.vn/viec-lam/backend-developer-nodejs-elixir-java-littlelives-2026506
8115,"Full-stack Developer (.Net Core, Angular)","Angular, .NET Core, Full-Stack",https://topdev.vn/viec-lam/full-stack-developer-net-core-angular-cong-ty-tnhh-posco-ict-viet-nam-2026504
8116,NodeJS Developer,"NodeJS, Back-End",https://topdev.vn/viec-lam/nodejs-developer-laidon-group-2026502
8117,Chuyên viên Phát triển Phần mềm (C# .NET),"C#, ASP.NET, .NET",https://topdev.vn/viec-lam/chuyen-vien-phat-trien-phan-mem-c-net-stavian-2026507
8118,NodeJS Developer (Fulltime),"NodeJS, NestJS, TypeScript",https://topdev.vn/viec-lam/nodejs-developer-fulltime-bnk-solutions-2026510
8119,QA/QC ENGINEER,"QA, QC, Manual Test",https://topdev.vn/viec-lam/qa-qc-engineer-digicommerce-group-inc-2026509
8120,DevOps Engineer (Mid - Senior Level),DevOps,https://topdev.vn/viec-lam/devops-engineer-mid-senior-level-littlelives-2026508
8121,HOT [Urgent] 3 Ruby On Rails Developers (sign-on bonus),"Ruby on Rails, Python, NestJS",https://topdev.vn/viec-lam/urgent-3-ruby-on-rails-developers-sign-on-bonus-bravesoft-vietnam-2026681
8122,Front-end Developer (ReactJS),"HTML5, JavaScript, Front-End, ReactJS, CSS3",https://topdev.vn/viec-lam/front-end-developer-reactjs-gems-tech-2026512
8123,Fresher Tester (Manual Test),"Tester, English - Good, Manual Test",https://topdev.vn/viec-lam/fresher-tester-manual-test-just-in-time-solutions-2026511
8124,UI/UX Designer,"CSS, HTML5, Photoshop, Web Design, IT Auditor, Adobe XD, Mobile",https://topdev.vn/viec-lam/ui-ux-designer-suga-2026699
8125,"Back-end Developer (PHP, Laravel)","PHP, Laravel, Back-End",https://topdev.vn/viec-lam/back-end-developer-php-laravel-cong-ty-co-phan-cong-nghe-posapp-2026692
8126,IT BUSINESS ANALYST,"SQL, Business Analyst",https://topdev.vn/viec-lam/it-business-analyst-mirae-asset-finance-company-2026685
8127,CHUYÊN VIÊN LẬP TRÌNH JAVA,"Java, Back-End, Spring",https://topdev.vn/viec-lam/chuyen-vien-lap-trinh-java-cong-ty-tnhh-chung-khoan-acb-acbs-2026703
8128,"[Middle/Senior] .NET Developer (Salary up to $3,000)","C#, .NET, .NET Core",https://topdev.vn/viec-lam/middle-senior-net-developer-salary-up-to-3-000-creative-force-2026704
8129,"QC/QA Tester (Fresher, Junior, Senior)","Web, Test, Mobile, Agile, CSS, HTML, Scrum, Flutter, Tester",https://topdev.vn/viec-lam/qc-qa-tester-fresher-junior-senior-suga-2026701
8130,"Back-End Developer (PHP, API, Laravel)","PHP, Laravel, Back-End, API",https://topdev.vn/viec-lam/back-end-developer-php-api-laravel-cong-ty-tnhh-vina-payroll-outsourcing-2026705
8131,"DEVOPS ENGINEER (AWS, Kubernetes)","DevOps, Cloud, CI/CD, AWS, Kubernetes",https://topdev.vn/viec-lam/devops-engineer-aws-kubernetes-citynow-technology-solutions-2026724
8132,Lập trình viên Java ~ Upto 30mil,"OOP, Java, MongoDB, My SQL, REST API, Redis",https://topdev.vn/viec-lam/lap-trinh-vien-java-upto-30mil-weatherplus-2026728
8133,"Senior Java Developer (Spring/ Spring Boot, JavaScript)","CSS, Java, JavaScript, HTML, Full-Stack, Spring, Spring Boot",https://topdev.vn/viec-lam/senior-java-developer-spring-spring-boot-javascript-beetech-2026789
8134,JUNIOR SOFTWARE DEVELOPER (PHP/LARAVEL/MySQL),"PHP, Linux, MySQL, JQuery, Git, VueJS, HTML & CSS, JavaScript",https://topdev.vn/viec-lam/junior-software-developer-php-laravel-mysql-secomus-2026725
8135,.NET Developer,"C#, .NET, .NET Core",https://topdev.vn/viec-lam/net-developer-pixelz-2026794
8136,"Automation Tester, QA/ QC","QA, QC, Tester, Automation Tester, Selenium, Appium",https://topdev.vn/viec-lam/automation-tester-qa-qc-sellerwix-print-on-demand-management-system-2026799
8137,HO - CHUYÊN VIÊN DỰ ÁN QUẢN TRỊ DỊCH VỤ CLOUD,Cloud,https://topdev.vn/viec-lam/ho-chuyen-vien-du-an-quan-tri-dich-vu-cloud-ngan-hang-a-chau-acb-2026807
8138,"Software Developer (Python, JavaScript)","JavaScript, Python, Full-Stack, Front-End, Back-End",https://topdev.vn/viec-lam/software-developer-python-javascript-cong-ty-co-phan-nhua-chau-au-2026901
8139,Test Lead,"Test Design, Automation Tester",https://topdev.vn/viec-lam/test-lead-cong-ty-cp-cq-tdt-asia-2026801
8140,Senior Backend Engineer (NodeJS),"NodeJS, Back-End, MySQL, REST API",https://topdev.vn/viec-lam/senior-backend-engineer-nodejs-younet-group-2026910
8141,CHUYÊN VIÊN LẬP TRÌNH (PHP/ NODEJS/ JAVA/ JAVASCRIPT/ MOBILE/...),"Java, JavaScript, Mobile, C/C++, PHP, Swift, NodeJS, Objective-C",https://topdev.vn/viec-lam/chuyen-vien-lap-trinh-php-nodejs-java-javascript-mobile-trung-tam-cong-nghe-thong-tin-mobifone-2026917
8142,[All Levels] Lập trình viên .NET,"C#, JQuery, .NET, Bootstrap",https://topdev.vn/viec-lam/all-levels-lap-trinh-vien-net-bkav-2026916
8143,Nhân Viên Lập Trình (.Net/ C#/ SQL),"C#, .NET, SQL Server",https://topdev.vn/viec-lam/nhan-vien-lap-trinh-net-c-sql-smartsign-2026919
8144,"Web Developer (HTML, CSS, JavaScript)","CSS, JavaScript, HTML",https://topdev.vn/viec-lam/web-developer-html-css-javascript-south-telecom-2027022
8145,HOT 03 Senior Backend Engineer (Golang/NodeJS),"JavaScript, MySQL, NodeJS, NoSQL, Golang",https://topdev.vn/viec-lam/03-senior-backend-engineer-golang-nodejs-metasource-2027031
8146,"HOT Senior Automation Tester (Blockchain, up to 2500 USD)","API, Automation Tester, Tester",https://topdev.vn/viec-lam/senior-automation-tester-blockchain-up-to-2500-usd-metasource-2027029
8147,"HOT Designer (UX/UI, Graphic/Web Design)","UX/UI Design, Graphic Design, Web Design",https://topdev.vn/viec-lam/designer-ux-ui-graphic-web-design-titan-technology-corporation-2027036
8148,HOT Automation QA Engineer,"Java, Tester, Mobile, Automation Tester, Selenium, QC",https://topdev.vn/viec-lam/automation-qa-engineer-titan-technology-corporation-2027037
8149,HOT Manual QC Engineer,"QC, Manual Test",https://topdev.vn/viec-lam/manual-qc-engineer-titan-technology-corporation-2027038
8150,HOT [VieZ] Front-end Developer,"HTML5, AngularJS, NodeJS, CSS3, React, C#, .NET, Angular, UI/UX, Front-End",https://topdev.vn/viec-lam/viez-front-end-developer-datvietvac-group-holdings-2027041
8151,HOT Senior Cards Business Analyst Specialist,"Business Analyst, Business Analyst",https://topdev.vn/viec-lam/senior-cards-business-analyst-specialist-fe-credit-2027040
8152,FRONTEND ENGINEER (REACT JS),"AngularJS, JavaScript, Front-End, ReactJS, VueJS, TypeScript, NextJS",https://topdev.vn/viec-lam/frontend-engineer-react-js-cong-ty-tnhh-can-lab-vn-2027042
