,JobTitle,Require
88,DevOps Engineer (PostgreSQL / ReactJS),"DevOps,ReactJS,PostgreSql"
89,Remote Sr Backend Engineer (Python/NodeJS),"Python,NodeJS,Django"
90,Senior/Junior Fullstack Dev (Java/VueJS/Python/Ruby..),"Java,Python,VueJS"
91,Golang Backend Developer - BNPL Project,"ReactJS,Flutter,Golang"
92,"Technical Architect (NodeJS, .NET)","Software Architect,.NET,NodeJS"
93,Lead Software Engineer,"Agile,English,Software Architect"
94,Database Administrator,"Database,AWS,SQL"
95,Mid/Sr Fullstack Developer (ReactJS/NodeJS/TypeScript),"NodeJS,TypeScript,ReactJS"
96,Backend Developer (Java/ Spring/ Python),"Java,Python,Spring,Fresher Accepted"
97,"Java Developer (Da Nang, HCMC)","Java,Spring"
98,"Full Stack Developer (Java, JavaScript)","JavaScript,ReactJS,Java"
99,React Native Mobile - 13T Lương - Upto 2000$,"React Native,iOS,Android"
100,"Backend Dev (PHP, Java, Larravel) - 2000$","PHP,Java,Laravel"
101,"Senior Automation QC (Appium,Python)","QA QC,Tester,Python"
102,Backend Developer (Java/Spring/MySQL) - All Level,"Java,Spring,MySQL,Fresher Accepted"
103,Fullstack Developer (MySQL/Java/ReactJS) - All Level,"MySQL,ReactJS,Java"
104,"[HCM/Hybrid] Full-stack Architect (NodeJS, React)","NodeJS,Cloud,ReactJS"
105,"Jr Backend Dev (NodeJS, Golang, English)","NodeJS,Golang,English,Fresher Accepted"
106,"Senior Back-end Engineer (Golang, Java)","Golang,Java,English"
107,Senior Developer Leader,"C#,JavaScript,.NET"
108,"Junior Software Engineer (.NET, VueJS, ReactJS)",".NET,ReactJS,VueJS"
109,Full-Stack Developer (ReactJS/VueJS/ASP.NET/PHP),"ReactJS,ASP.NET,PHP"
110,Senior Angular Dev (Training in Europe),"Angular,TypeScript,JavaScript"
111,Backend Developers (NodeJS/ NestJS),"NodeJS,English,AWS"
112,"Backend Developer (NodeJS, MySQL, AWS)","NodeJS,AWS,MySQL,Fresher Accepted"
113,"2 Technical Leader (Java, NodeJS)","Team Leader,Java,NodeJS"
114,"Senior Java Developer (Spring, MVC)","Java,MVC,Spring"
115,"05 Developers (NodeJS, ReactJS, JavaScript)","NodeJS,ReactJS,JavaScript"
116,".NET Backend Developer (C#, ASP.NET) Up to $1500",".NET,ASP.NET,C#"
117,".NET Developer (C#, ASP.NET)",".NET,ASP.NET,C#"
118,"10 Middle/Senior .NET Engineers (C#, ASP.NET )",".NET,C#,ASP.NET"
119,"Fullstack Developer (PHP, VueJS, Laravel)","PHP,Laravel,VueJS"
120,Senior Golang Developer,"Golang,English"
121,"FULLSTACK DEV (Java, JavaScript)","HTML5,OOP,MySQL"
122,Fullstack Developer (.NET),".NET,Database,ASP.NET"
123,"Senior FullStack Developer (Java, ReactJS)","ReactJS,Angular,Java"
124,"Web Developer (ReactJS, VueJS, PHP)","JavaScript,PHP,ReactJS"
